tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N917WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N917XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N918DH,1996,NA,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N918FJ,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N918WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N918XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N919AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N919DN,1997,NA,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N919FJ,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N919WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N919XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N920AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N920DE,1993,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N920DN,NA,NA,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N920FJ,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N920WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N920XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N921AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N921FJ,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N921XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N922AT,2005,NA,BOEING,717-200,2,100,NA,Turbo-fan
N922EV,2003,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N922FJ,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N922WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N922XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N923AT,2005,NA,BOEING,717-200,2,100,NA,Turbo-fan
N923DN,NA,NA,BOEING,MD-90-30,2,142,NA,Turbo-fan
N923FJ,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N923WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N923XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N924AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N924FJ,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N924WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N924XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N925AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N925FJ,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N925WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N925XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N926AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N926EV,2003,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N926LR,2004,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N926WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N926XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N927AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N927LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N927WN,NA,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N927XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N928AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N928DN,NA,NA,BOEING,MD-90-30,2,142,NA,Turbo-fan
N928EV,2004,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N928LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N928WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N928XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N929AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N929DN,1996,NA,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N929LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N929WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N929XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N930AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N930LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N930WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N930XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N931LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N931WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N931XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N932AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N932LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N932WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N932XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N933AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N933LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N933WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N933XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N934AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N934FJ,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N934WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N934XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N935AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N935LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N935WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N935XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N936AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N936WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N936XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N937AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N937WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N937XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N938AT,2006,NA,BOEING,717-200,2,100,NA,Turbo-fan
N938LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N938WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N939AT,2006,NA,BOEING,717-200,2,100,NA,Turbo-fan
N939LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N939WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N940AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N940WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N941FR,2005,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N941WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N942AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N942LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N942WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N943AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N943FR,2005,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N943WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N944AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N944DN,1997,NA,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N944UW,2006,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N944WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N945AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N945DN,1998,NA,BOEING,MD-90-30,2,142,NA,Turbo-fan
N945UW,NA,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N945WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N946AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N946UW,2007,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N946WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N947AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N947UW,2007,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N947WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N948AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N948UW,2007,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N948WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N949AT,1999,NA,BOEING,717-200,2,100,NA,Turbo-fan
N949WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N950AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N950WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N951AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N951WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N952AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N952UW,2007,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N952WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N953AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N953UW,2007,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N953WN,2010,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N954AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N954WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N955AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N955WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N956AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N956LR,2005,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N956UW,2008,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N956WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N957AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N957UW,2008,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N957WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N958AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N958UW,2008,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N958WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N959AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N959DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N959WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N960AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N960DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N960WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N961AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N961WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N962DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N962WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N963AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N963DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N963DN,1999,NA,BOEING,MD-90-30,2,142,NA,Turbo-fan
N963WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N964AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N964DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N964WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N965AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N965DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N965WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N966AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N966WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N967AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N967DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N967WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N968AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N968DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N968WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N969AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N969DL,1990,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N969WN,2011,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N970AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N971AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N971DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N972AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N973DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N974AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N974DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N975AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N976DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N977AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N978AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N978SW,2004,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N979AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N979DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N980AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N980DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N981AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N981DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N982AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N983AT,NA,NA,BOEING,717-200,2,100,NA,Turbo-fan
N983DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N985AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N985DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N986AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N987AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N987DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N988AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N989AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N990AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N990DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N991AT,NA,NA,BOEING,717-200,2,100,NA,Turbo-fan
N991DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N992AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N992DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N993AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N994AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N994DL,1991,NA,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N995AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N995DL,1991,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N996AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N997AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N997DL,1992,NA,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N998AT,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N998DL,1992,NA,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N999DN,1992,NA,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
